Node_ID,Date,Energy_Usage_kWh,Peak_Usage_Time,Energy_Source,Carbon_Emissions_kg_CO2
Node_214,2024-02-21,410.51873788280955,Morning,Solar,307.66999585756145
Node_52,2024-02-22,2051.185966875309,Evening,Solar,243.10127014711773
Node_243,2024-02-23,941.0572788112028,Morning,Grid,125.5078284982385
Node_250,2024-02-24,1417.8840780912508,Morning,Grid,836.7077691509267
Node_41,2024-02-25,773.7903412689001,Night,Grid,67.65751488814624
Node_79,2024-02-26,285.14455122090874,Evening,Solar,558.3761469666672
Node_258,2024-02-27,1319.408414051801,Afternoon,Solar,305.2199310881096
Node_299,2024-02-28,146.9902779761165,Evening,Solar,318.48396209297704
Node_155,2024-02-29,2155.8984648523947,Afternoon,Grid,606.025392281861
Node_232,2024-03-01,2147.9894760477746,Morning,Solar,590.198205748403
Node_137,2024-03-02,1057.0839736709177,Morning,Generator,824.405508529456
Node_118,2024-03-03,1903.7580583554488,Night,Grid,212.82906786573668
Node_169,2024-03-04,2753.4691640513574,Afternoon,Grid,850.1807619921179
Node_38,2024-03-05,138.1729677729858,Evening,Grid,647.2327691364774
Node_173,2024-03-06,1949.2123031957854,Evening,Grid,436.8042902671872
Node_261,2024-03-07,1074.6115598393728,Afternoon,Solar,301.1172763501384
Node_185,2024-03-08,800.8179429595963,Evening,Grid,486.4406055193969
Node_143,2024-03-09,2600.8841909062407,Night,Solar,877.5189301169863
Node_2,2024-03-10,1534.0497164601697,Evening,Grid,124.79786471398616
Node_222,2024-03-11,1893.3656847702018,Night,Grid,390.4446262341707
Node_60,2024-03-12,1035.4242695621347,Morning,Generator,832.8988662456252
Node_104,2024-03-13,734.5788797007827,Evening,Grid,1137.150247203064
Node_99,2024-03-14,893.6428308604281,Night,Grid,253.54590092725735
Node_275,2024-03-15,2190.7671701156946,Afternoon,Solar,1080.1876139375747
Node_34,2024-03-16,343.07523870421926,Morning,Solar,84.27761393165632
Node_36,2024-03-17,2478.964607170174,Night,Solar,143.78328289770798
Node_229,2024-03-18,1108.4716344629792,Night,Grid,103.77930117627352
Node_249,2024-03-19,884.2947858989326,Morning,Grid,935.7869963101558
Node_252,2024-03-20,1289.5740789736064,Evening,Generator,578.0169661502352
Node_9,2024-03-21,2798.7883199830185,Night,Grid,92.8477423061271
Node_15,2024-03-22,2337.806238003122,Night,Grid,462.6028645992697
Node_286,2024-03-23,2953.7638641044778,Afternoon,Grid,331.1328231467553
Node_107,2024-03-24,2832.263312163134,Morning,Grid,935.8460437482719
Node_181,2024-03-25,103.80822548966661,Afternoon,Solar,611.1141745494836
Node_19,2024-03-26,346.93747821325445,Evening,Solar,30.99714874637154
Node_4,2024-03-27,2097.4134014499787,Afternoon,Grid,625.0601245434929
Node_22,2024-03-28,1320.2439323112758,Afternoon,Grid,64.79535175201981
Node_16,2024-03-29,1887.6779292724761,Afternoon,Grid,395.42931686828314
Node_106,2024-03-30,841.9991208609065,Morning,Solar,1054.3067386854013
Node_280,2024-01-01,731.1144593930409,Morning,Solar,837.5029177721676
Node_295,2024-01-02,812.7466961608031,Night,Grid,286.07079856347696
Node_288,2024-01-03,1636.492622093808,Evening,Generator,1034.1633182107735
Node_243,2024-01-04,1422.0426030821134,Night,Solar,929.538534764415
Node_117,2024-01-05,2828.7851920320013,Night,Grid,639.085355232244
Node_47,2024-01-06,2755.992496342567,Evening,Solar,93.16353226369112
Node_160,2024-01-07,1401.1944365602258,Night,Grid,869.8443461302925
Node_118,2024-01-08,1389.9284103148634,Morning,Grid,577.8326047175078
Node_152,2024-01-09,2939.0921327894994,Evening,Solar,146.44802136285622
Node_30,2024-01-10,2173.835484813166,Evening,Generator,335.0695344322014
Node_38,2024-01-11,2936.339325519315,Morning,Grid,33.184366988584316
Node_32,2024-01-12,2093.3037549299725,Morning,Solar,574.6740346038357
Node_24,2024-01-13,627.1653022082387,Morning,Generator,884.9729141877101
Node_38,2024-01-14,2312.8813348943822,Afternoon,Generator,618.1779542903256
Node_257,2024-01-15,18.986167658656754,Evening,Solar,812.0043488793658
Node_204,2024-01-16,264.1660100209376,Night,Grid,293.62955116002036
Node_204,2024-01-17,663.3974525624808,Afternoon,Grid,554.0638533950171
Node_263,2024-01-18,1871.4215439410875,Afternoon,Solar,1186.8405975288229
Node_170,2024-01-19,31.535064583856496,Evening,Solar,791.3318801005529
Node_135,2024-01-20,2325.7406602690953,Afternoon,Solar,107.0508488633182
Node_26,2024-01-21,1522.679154138212,Afternoon,Solar,598.8625173444392
Node_248,2024-01-22,1333.3476932633866,Afternoon,Grid,29.05728093289147
Node_214,2024-01-23,1243.5468016128254,Night,Grid,190.39972565936927
Node_19,2024-01-24,409.4717898677556,Night,Grid,331.0558832066897
Node_24,2024-01-25,1058.1095649956062,Afternoon,Grid,509.873297154136
Node_35,2024-01-26,2255.6305544319493,Afternoon,Solar,925.3759753205651
Node_275,2024-01-27,2949.0094334506693,Morning,Solar,479.68710405941016
Node_159,2024-01-28,973.6680179142709,Night,Solar,401.65850632831086
Node_75,2024-01-29,2863.878594515098,Evening,Grid,757.7462041583602
Node_247,2024-01-30,1652.6891583807494,Evening,Solar,976.751856025651
Node_68,2024-01-31,356.0437321296524,Night,Grid,1192.165741040076
Node_48,2024-02-01,1318.9772953581978,Afternoon,Grid,489.96725476770115
Node_10,2024-02-02,2998.1435693771564,Morning,Solar,577.9213602682753
Node_87,2024-02-03,1625.442545663716,Night,Solar,374.2243504988212
Node_42,2024-02-04,1077.632384999007,Afternoon,Grid,1081.048648130186
Node_114,2024-02-05,1731.3880829755976,Evening,Solar,232.65846788899515
Node_253,2024-02-06,542.7292962283533,Evening,Solar,419.0215364236733
Node_192,2024-02-07,2333.496076980948,Night,Solar,111.64777295577252
Node_63,2024-02-08,901.0027101893841,Morning,Solar,1160.421380422812
Node_268,2024-02-09,2956.273852557463,Evening,Grid,642.7709772127171
Node_126,2024-02-10,247.20964539450136,Evening,Grid,833.8667201170259
Node_35,2024-02-11,477.9917201385845,Morning,Generator,1042.9190305319573
Node_176,2024-02-12,1325.263216606396,Night,Solar,1078.981105051623
Node_45,2024-02-13,566.5645727782894,Morning,Grid,757.1438983432837
Node_13,2024-02-14,1954.045909819413,Morning,Solar,234.7038009958704
Node_208,2024-02-15,1475.9804932455356,Night,Solar,979.521956915649
Node_204,2024-02-16,2867.558788776765,Morning,Grid,539.9223850967641
Node_256,2024-02-17,2860.630458948804,Night,Grid,716.068399340725
Node_61,2024-02-18,2715.5416606063854,Morning,Solar,626.5065678421837
Node_156,2024-02-19,2415.9465933278434,Morning,Solar,810.7465189531599
Node_202,2024-02-20,895.4852659247942,Night,Grid,756.6070950252149
Node_221,2024-02-21,2966.827967730028,Afternoon,Solar,660.2833107664034
Node_22,2024-02-22,2666.144469694339,Evening,Grid,118.24353043479869
Node_21,2024-02-23,39.42965060203862,Evening,Grid,396.7930102061213
Node_114,2024-02-24,1008.53661671573,Morning,Grid,899.3588478055425
Node_202,2024-02-25,2995.1565700382394,Night,Grid,1122.7315277560901
Node_147,2024-02-26,1141.6089485680477,Morning,Grid,523.6748243854751
Node_11,2024-02-27,2207.7325950616846,Afternoon,Solar,967.7753866279
Node_6,2024-02-28,344.5923024625874,Evening,Grid,774.439394040948
Node_124,2024-02-29,2183.4349982812364,Night,Solar,727.7719639547181
Node_235,2024-03-01,2624.2490156191957,Morning,Generator,676.6603158564774
Node_129,2024-03-02,799.6340974870287,Night,Grid,1167.0777411438703
Node_265,2024-03-03,392.14420952051927,Evening,Grid,260.1400980440289
Node_245,2024-03-04,1993.655381512173,Evening,Grid,411.05658444397886
Node_116,2024-03-05,2445.441132707785,Morning,Grid,942.2021829569496
Node_51,2024-03-06,758.5334162938412,Evening,Grid,709.4164854699283
Node_93,2024-03-07,612.9445248431906,Morning,Grid,511.4842916957006
Node_157,2024-03-08,259.5987713125702,Evening,Grid,553.6967845210396
Node_275,2024-03-09,2150.605956192241,Night,Grid,319.8404341960048
Node_246,2024-03-10,2830.0063192953385,Afternoon,Solar,657.194670449506
Node_266,2024-03-11,545.7566292941063,Morning,Solar,646.3908878054675
Node_30,2024-03-12,454.3092119952049,Afternoon,Grid,223.32443282120886
Node_177,2024-03-13,1333.148802144807,Evening,Grid,1092.016373866837
Node_106,2024-03-14,221.48924989226293,Evening,Grid,40.98539109412127
Node_65,2024-03-15,932.651211577368,Night,Grid,532.0391606021865
Node_27,2024-03-16,2366.7459605632353,Afternoon,Grid,882.2049800995451
Node_230,2024-03-17,433.4202491714927,Morning,Grid,977.1775223015536
Node_88,2024-03-18,2560.426657838171,Morning,Generator,256.85503419217656
Node_149,2024-03-19,321.3866377803101,Night,Grid,609.0915544988682
Node_56,2024-03-20,1868.8020224245531,Night,Solar,848.4221006366798
Node_4,2024-03-21,1143.7596660100166,Evening,Grid,1153.3396234419702
Node_229,2024-03-22,1944.7660317409543,Afternoon,Grid,650.823519132877
Node_64,2024-03-23,363.59705029698574,Evening,Grid,386.3918897458624
Node_295,2024-03-24,1759.8422182643214,Night,Solar,161.43355214527205
Node_146,2024-03-25,2079.678139439524,Morning,Grid,390.2789381662013
Node_95,2024-03-26,1286.5045052016053,Night,Grid,778.6282758644819
Node_293,2024-03-27,1109.6275326689101,Night,Grid,264.973241034837
Node_41,2024-03-28,398.02121277105243,Afternoon,Solar,41.02527406006959
Node_254,2024-03-29,2980.189540857635,Morning,Solar,1196.1056873020675
Node_283,2024-03-30,2981.55810986435,Afternoon,Solar,21.805982627118766
Node_12,2024-01-01,636.2190950525513,Night,Grid,885.3244517113794
Node_20,2024-01-02,1539.4123357997225,Night,Grid,39.80699421397649
Node_252,2024-01-03,994.9321099401182,Night,Generator,255.980601150574
Node_43,2024-01-04,383.5511003469431,Night,Grid,790.4974558909319
Node_208,2024-01-05,578.0613817613454,Evening,Grid,203.09622016365995
Node_259,2024-01-06,140.08866616403353,Afternoon,Grid,1153.3326788958693
Node_249,2024-01-07,1798.4063902006615,Evening,Grid,43.975229110708305
Node_218,2024-01-08,30.390073853966,Evening,Grid,557.4025365285984
Node_164,2024-01-09,2578.0767347785822,Afternoon,Grid,105.07087259782355
Node_13,2024-01-10,339.46963721661217,Morning,Generator,1103.8833469130868
Node_139,2024-01-11,1388.7301478774314,Night,Grid,251.28853319636465
Node_63,2024-01-12,389.72835071187774,Night,Solar,178.92410395980679
Node_212,2024-01-13,296.71890303581296,Evening,Grid,206.741297386356
Node_252,2024-01-14,826.8200482755174,Night,Grid,991.7592536442354
Node_92,2024-01-15,2530.749989999508,Afternoon,Grid,646.5687914305626
Node_125,2024-01-16,442.3335562685157,Morning,Solar,965.4518250011989
Node_278,2024-01-17,1043.4089504227393,Night,Grid,735.5409907636329
Node_123,2024-01-18,2291.039720547413,Night,Grid,976.1765891198953
Node_120,2024-01-19,2165.214766390841,Evening,Solar,938.0762478190641
Node_121,2024-01-20,552.589072019183,Morning,Solar,799.7057651866533
Node_235,2024-01-21,1960.460209821473,Night,Solar,116.13387533076424
Node_221,2024-01-22,2678.670462566085,Afternoon,Solar,179.89386573181875
Node_196,2024-01-23,2094.3738309547934,Evening,Solar,808.7663457233609
Node_185,2024-01-24,1523.1925187915783,Evening,Grid,153.8361645400512
Node_199,2024-01-25,1694.757079604789,Morning,Grid,516.1469317930586
Node_43,2024-01-26,2381.761021310715,Afternoon,Solar,1176.0249619887823
Node_69,2024-01-27,1987.0012240516644,Evening,Grid,998.3153299732527
Node_19,2024-01-28,1485.1779440155178,Afternoon,Generator,775.504954042029
Node_162,2024-01-29,1289.3336667884255,Morning,Grid,179.723487466314
Node_264,2024-01-30,1441.123757429808,Afternoon,Solar,29.432078442336504
Node_67,2024-01-31,1405.4089004572222,Night,Solar,253.60364111835963
Node_8,2024-02-01,1163.824706723656,Morning,Generator,780.5604697441947
Node_76,2024-02-02,714.2486338281976,Afternoon,Solar,685.32214529607
Node_9,2024-02-03,1703.4870534928582,Evening,Grid,432.18044135842644
Node_96,2024-02-04,1750.7524244288413,Evening,Grid,464.8054598238275
Node_150,2024-02-05,1709.9243946176732,Evening,Grid,624.5779606251281
Node_154,2024-02-06,2331.0299471390094,Afternoon,Grid,764.4174213883331
Node_134,2024-02-07,2983.5708795836067,Morning,Solar,798.0630223655171
Node_64,2024-02-08,2319.5930017479036,Morning,Grid,40.97430361733762
Node_121,2024-02-09,2679.7848147149507,Night,Grid,1116.6155874115098
Node_70,2024-02-10,841.3189575270934,Morning,Grid,251.29698841945557
Node_93,2024-02-11,2922.1509318751337,Evening,Solar,697.3790535665306
Node_32,2024-02-12,1494.5544045987883,Night,Solar,50.172176979516685
Node_277,2024-02-13,1968.3767185363652,Afternoon,Solar,1151.3870483215476
Node_61,2024-02-14,1593.567621653249,Morning,Grid,1077.3575077747375
Node_14,2024-02-15,2578.17979461107,Afternoon,Grid,511.55523430293704
Node_216,2024-02-16,2926.613682275491,Night,Grid,1170.9288874984488
Node_124,2024-02-17,194.2729407050908,Evening,Solar,619.1398386839186
Node_40,2024-02-18,1431.1062917676234,Evening,Generator,1006.1911146814102
Node_162,2024-02-19,1845.1802685053296,Afternoon,Solar,886.0610813950915
Node_18,2024-02-20,2641.128061701005,Afternoon,Solar,198.59811236576982
Node_127,2024-02-21,1020.4656705925061,Evening,Solar,756.6712338529736
Node_74,2024-02-22,844.0101038157356,Morning,Grid,193.1285082638669
Node_175,2024-02-23,1940.2962412966226,Evening,Generator,436.6721552484863
Node_120,2024-02-24,2125.197348438957,Night,Solar,444.387227897975
Node_135,2024-02-25,2143.4622002965066,Evening,Grid,130.46529978430766
Node_288,2024-02-26,806.1524829867848,Night,Solar,906.9560727902385
Node_153,2024-02-27,200.0248066563254,Evening,Grid,97.91834976053494
Node_108,2024-02-28,2237.6981605722003,Evening,Grid,405.1431767770737
Node_20,2024-02-29,1349.922071386116,Night,Grid,283.65223760167845
Node_75,2024-03-01,2533.266094699808,Night,Grid,519.6305583290152
Node_118,2024-03-02,2634.051393825483,Evening,Grid,55.74639035496916
Node_131,2024-03-03,1324.6730940754665,Afternoon,Solar,528.5192810378677
Node_80,2024-03-04,1506.4971421997056,Afternoon,Grid,844.4315911090368
Node_125,2024-03-05,2263.1331550846876,Morning,Solar,720.2675985198952
Node_63,2024-03-06,2788.2313989796203,Evening,Generator,865.163269559765
Node_229,2024-03-07,1821.1111921635204,Evening,Grid,998.330350409985
Node_127,2024-03-08,1763.6862770138905,Evening,Solar,100.9628626106436
Node_119,2024-03-09,2649.8624720690345,Morning,Grid,572.6429792576786
Node_119,2024-03-10,42.12101225107463,Evening,Generator,310.05573736147943
Node_37,2024-03-11,2625.1374103630965,Afternoon,Grid,119.36164025280627
Node_194,2024-03-12,594.5359977756349,Afternoon,Grid,712.1421401957093
Node_57,2024-03-13,649.3974861574761,Night,Grid,808.1173598297596
Node_151,2024-03-14,2004.9551231225817,Afternoon,Grid,1160.0698283110796
Node_157,2024-03-15,1331.1257431975241,Evening,Solar,1085.433295018385
Node_189,2024-03-16,2202.2526351000256,Evening,Grid,691.6131701559611
Node_203,2024-03-17,1505.5613159745444,Night,Generator,140.9183459864879
Node_74,2024-03-18,124.27890138096096,Morning,Grid,632.3911273570502
Node_241,2024-03-19,1707.1572041240113,Night,Solar,9.585755449005765
Node_226,2024-03-20,2559.966360671337,Night,Grid,621.9115489352233
Node_239,2024-03-21,676.1956208312162,Afternoon,Grid,129.40435363393084
Node_125,2024-03-22,1960.3044651297973,Morning,Solar,595.071236228007
Node_180,2024-03-23,1512.6406429662193,Night,Grid,482.2223950350667
Node_128,2024-03-24,2104.1331855944995,Evening,Grid,239.19904821084168
Node_244,2024-03-25,2309.869576331448,Night,Grid,444.7307007410071
Node_28,2024-03-26,2180.981136741449,Night,Solar,289.42197676455095
Node_184,2024-03-27,1298.2181514488743,Evening,Solar,656.7066420630423
Node_113,2024-03-28,529.4414238795546,Afternoon,Grid,264.1508421663157
Node_64,2024-03-29,1642.3592997220503,Night,Solar,589.4487568884327
Node_73,2024-03-30,2215.911303931198,Afternoon,Solar,709.8186182207171
Node_103,2024-01-01,2460.5793505267893,Morning,Grid,40.633264593751356
Node_277,2024-01-02,1661.0122031291614,Evening,Grid,701.3923000659745
Node_279,2024-01-03,310.56776186272685,Evening,Solar,364.3501836364017
Node_125,2024-01-04,201.7550417523219,Morning,Grid,712.5803182759963
Node_71,2024-01-05,1879.4017332275537,Evening,Grid,612.0866062743851
Node_17,2024-01-06,460.6565079347228,Night,Generator,645.1871045472635
Node_285,2024-01-07,1666.6686357003327,Night,Grid,413.5691490671873
Node_161,2024-01-08,2338.8907654422374,Evening,Solar,649.7138942691688
Node_252,2024-01-09,1058.7958650954233,Afternoon,Solar,846.5533281514826
Node_24,2024-01-10,2705.509169619094,Night,Grid,917.6353568381753
Node_33,2024-01-11,1802.987430050059,Evening,Grid,414.695395641053
Node_36,2024-01-12,2682.9913277958804,Afternoon,Solar,159.83807005272945
Node_300,2024-01-13,984.9269118543128,Night,Solar,310.0594466786184
Node_1,2024-01-14,2637.547502287032,Afternoon,Grid,118.1224938334178
Node_90,2024-01-15,964.452965182198,Night,Solar,950.7754751982416
Node_258,2024-01-16,2821.4504914879085,Afternoon,Grid,718.1419565141609
Node_211,2024-01-17,979.2595177445056,Morning,Grid,443.6770459976323
Node_181,2024-01-18,1907.5378013634258,Night,Solar,616.8193108939677
Node_134,2024-01-19,76.79495529810373,Evening,Grid,351.6161008158234
Node_270,2024-01-20,1755.6794339017815,Evening,Solar,853.4730345941966
Node_44,2024-01-21,1692.214470275053,Afternoon,Grid,1067.374817207162
Node_150,2024-01-22,527.9030980273958,Morning,Grid,1166.9181887894845
Node_225,2024-01-23,1299.6361985505555,Morning,Grid,439.00426915423657
Node_252,2024-01-24,103.42336025422757,Night,Generator,872.5548953244859
Node_34,2024-01-25,2838.999672410006,Night,Grid,115.7017974856851
Node_138,2024-01-26,2098.696890259955,Night,Generator,8.163473030539752
Node_194,2024-01-27,1101.3950999705216,Morning,Grid,16.43754404605715
Node_117,2024-01-28,2824.7976076506948,Evening,Grid,285.1475442594346
Node_291,2024-01-29,2780.0113421577944,Morning,Solar,1015.0466930148795
Node_272,2024-01-30,2055.0572851134175,Afternoon,Solar,1066.915427972543
Node_193,2024-01-31,2718.0505219016136,Night,Solar,672.94071084284
Node_158,2024-02-01,1609.5302978692894,Night,Solar,906.0540089786565
Node_103,2024-02-02,402.70143704796277,Evening,Grid,424.96476151733896
Node_187,2024-02-03,544.2796623634994,Afternoon,Solar,374.3371303257837
Node_180,2024-02-04,1870.1485340610018,Morning,Solar,965.757709599573
Node_254,2024-02-05,2561.9745220288783,Morning,Grid,435.2617927718234
Node_219,2024-02-06,601.3704851705107,Morning,Grid,35.10855869894304
Node_201,2024-02-07,955.6841748945743,Night,Solar,650.2505824145537
Node_91,2024-02-08,2692.473908817535,Afternoon,Grid,203.65139084476297
Node_293,2024-02-09,1484.5869240875688,Morning,Solar,748.0125094610647
Node_296,2024-02-10,1846.762659832513,Afternoon,Solar,456.0683587950643
Node_75,2024-02-11,2118.669370773631,Night,Grid,284.73070760640974
Node_154,2024-02-12,1893.9586975972704,Night,Grid,1083.2744873975687
Node_1,2024-02-13,1301.9583276715287,Morning,Solar,547.0551944504657
Node_252,2024-02-14,2354.052950492528,Evening,Solar,386.68143625721507
Node_229,2024-02-15,2013.7128327023895,Night,Solar,397.4346703633185
Node_295,2024-02-16,256.59420847849094,Afternoon,Solar,1134.1229523310649
Node_6,2024-02-17,2608.355392569845,Afternoon,Generator,631.7511962106905
Node_69,2024-02-18,1994.0830287326644,Afternoon,Grid,675.5282187069195
Node_25,2024-02-19,2128.607218297482,Morning,Grid,273.8294130050454
Node_165,2024-02-20,998.979628145127,Night,Grid,267.3123241880019
Node_62,2024-02-21,128.028583990252,Night,Grid,487.51475125892
Node_17,2024-02-22,883.8923045633812,Evening,Solar,808.8962474927447
Node_123,2024-02-23,2584.864951729598,Night,Solar,743.5339801022916
Node_75,2024-02-24,127.0534266442138,Night,Grid,844.7624748290991
Node_9,2024-02-25,795.5236737146067,Afternoon,Solar,681.6968262632718
Node_187,2024-02-26,802.722481645158,Morning,Solar,890.7329672063117
Node_204,2024-02-27,1039.9999286710552,Morning,Solar,1069.5043387280214
Node_51,2024-02-28,1071.111033981966,Evening,Grid,47.63269014277417
Node_282,2024-02-29,2489.831893348705,Afternoon,Grid,314.0816589256081
Node_182,2024-03-01,1675.98510852311,Afternoon,Generator,494.1573642684792
Node_285,2024-03-02,2985.772144387159,Night,Generator,298.16773794009686
Node_148,2024-03-03,2022.072201120305,Morning,Solar,203.55041128747087
Node_149,2024-03-04,1891.2805895641172,Evening,Grid,575.8890409156264
Node_129,2024-03-05,1648.2530596642362,Night,Grid,436.29472620750636
Node_65,2024-03-06,2296.441186097216,Morning,Solar,160.67732984975459
Node_216,2024-03-07,1333.8262131089386,Morning,Grid,460.23941317125156
Node_164,2024-03-08,161.00758588288494,Evening,Solar,779.366877935959
Node_180,2024-03-09,97.41282204377973,Evening,Solar,889.8303418630633
Node_65,2024-03-10,1939.7357260347771,Morning,Solar,1166.997329332169
Node_271,2024-03-11,1891.721047017722,Night,Grid,415.61763360696494
Node_195,2024-03-12,1410.179629665621,Afternoon,Grid,1000.485316304548
Node_286,2024-03-13,1799.0561536678088,Morning,Solar,400.2657957669567
Node_291,2024-03-14,2375.206897379086,Afternoon,Solar,294.94159519201526
Node_251,2024-03-15,1363.208238486659,Morning,Generator,780.4071249609646
Node_109,2024-03-16,1289.997879264048,Morning,Solar,1077.4296772068162
Node_198,2024-03-17,2732.42163511445,Afternoon,Grid,746.4101811352921
Node_125,2024-03-18,2095.5640770291066,Night,Grid,1079.6499669092773
Node_193,2024-03-19,361.47800117028817,Evening,Grid,329.89057976800734
Node_221,2024-03-20,2093.3987632810754,Afternoon,Solar,761.4324875148849
Node_213,2024-03-21,2362.267987484539,Evening,Solar,199.33033268782847
Node_81,2024-03-22,775.6040677121192,Afternoon,Solar,1079.4738423650329
Node_276,2024-03-23,1838.0449648761046,Night,Grid,526.6998246752521
Node_87,2024-03-24,31.77598641106869,Evening,Solar,387.58887150326365
Node_258,2024-03-25,2625.097019832899,Morning,Grid,302.1754654304099
Node_127,2024-03-26,2897.687500952961,Night,Grid,5.422980784248453
Node_200,2024-03-27,2453.3295555377617,Night,Grid,268.01131891926383
Node_211,2024-03-28,2436.952805982551,Morning,Grid,421.36981528944705
Node_89,2024-03-29,355.42789850003777,Afternoon,Solar,1116.0436446293822
Node_107,2024-03-30,1079.9145346398245,Afternoon,Solar,241.6074901839506
Node_60,2024-01-01,1913.2422341354916,Morning,Grid,321.2751183931772
Node_47,2024-01-02,2979.1843719824647,Night,Generator,355.49453814733664
Node_98,2024-01-03,2373.715117711308,Morning,Grid,1019.5873652180106
Node_139,2024-01-04,802.0741483384179,Night,Solar,194.09478148408544
Node_3,2024-01-05,2116.2349983747717,Afternoon,Solar,765.11451853654
Node_292,2024-01-06,322.6804566932552,Night,Grid,618.5092833151602
Node_146,2024-01-07,805.9958392549886,Afternoon,Grid,564.2054802639228
Node_67,2024-01-08,2429.5946151672683,Evening,Grid,470.02978128993175
Node_223,2024-01-09,1494.4230940859752,Night,Grid,934.6181974703853
Node_208,2024-01-10,1846.2385413900452,Night,Grid,340.60655516680885
Node_25,2024-01-11,2337.744999717178,Morning,Generator,799.5788358748673
Node_99,2024-01-12,1379.5979652591802,Morning,Solar,844.789011878937
Node_167,2024-01-13,1406.6379018583486,Evening,Solar,509.3185755782507
Node_36,2024-01-14,2053.0947363731248,Afternoon,Grid,95.48311334280716
Node_182,2024-01-15,1834.0176202059963,Morning,Solar,893.4841243985144
Node_28,2024-01-16,385.2146647543592,Night,Solar,82.74057261162687
Node_241,2024-01-17,1977.6693584948812,Night,Generator,846.5359247889421
Node_33,2024-01-18,450.7307541170263,Afternoon,Grid,244.1376679476705
Node_164,2024-01-19,1151.6888143885092,Morning,Grid,893.1262700928489
