Node_ID,Date,Energy_Usage_kWh,Peak_Usage_Time,Energy_Source,Carbon_Emissions_kg_CO2,Type,Region,Latitude,Longitude,Population_Served,Connectivity_Status,Existing_Infrastructure
Node_232,2024-03-01,2147.9894760477746,Morning,Solar,590.198205748403,School,United States,34.80057194370286,-92.05115477080072,6458,Connected,Yes
Node_137,2024-03-02,1057.0839736709177,Morning,Generator,824.405508529456,Health Center,South Atlantic Ocean,-58.47448531193138,-59.69101149341982,4454,Connected,Yes
Node_118,2024-03-03,1903.7580583554488,Night,Grid,212.82906786573668,Health Center,Pacific Ocean,-6.9113476328194565,-105.35834756557853,16516,Connected,No
Node_169,2024-03-04,2753.469164051357,Afternoon,Grid,850.1807619921179,School,Indian Ocean,-43.73788359267243,95.593028085664,18896,Connected,Yes
Node_38,2024-03-05,138.1729677729858,Evening,Grid,647.2327691364774,School,Myanmar,13.572875711479597,95.77261580035082,10516,Unconnected,Yes
Node_173,2024-03-06,1949.2123031957851,Evening,Grid,436.8042902671872,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
Node_261,2024-03-07,1074.6115598393728,Afternoon,Solar,301.1172763501384,School,Pacific Ocean,-31.19164531162032,-131.15323424224513,4740,Connected,No
Node_185,2024-03-08,800.8179429595963,Evening,Grid,486.4406055193969,Health Center,India,20.921208660930983,61.58815066761227,10972,Connected,Yes
Node_143,2024-03-09,2600.8841909062407,Night,Solar,877.5189301169863,School,Pacific Ocean,-52.86025827713931,178.1436784179437,1953,Connected,Yes
Node_2,2024-03-10,1534.0497164601695,Evening,Grid,124.79786471398616,Health Center,French Polynesia,-25.48424958545918,-157.74848182227538,1403,Connected,Yes
Node_222,2024-03-11,1893.3656847702016,Night,Grid,390.4446262341707,Government Office,Antarctica,-70.05060507109938,40.72433656593108,17511,Connected,No
Node_60,2024-03-12,1035.424269562135,Morning,Generator,832.8988662456252,School,Myanmar,20.95930402548359,98.20553071564854,16479,Connected,Yes
Node_104,2024-03-13,734.5788797007827,Evening,Grid,1137.150247203064,School,United States,47.43267262369238,-122.28183013578024,16378,Unconnected,Yes
Node_99,2024-03-14,893.6428308604281,Night,Grid,253.54590092725732,Government Office,South Atlantic Ocean,-60.133439007807766,0.9180440178710968,17113,Connected,Yes
Node_275,2024-03-15,2190.7671701156946,Afternoon,Solar,1080.1876139375747,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Node_34,2024-03-16,343.07523870421926,Morning,Solar,84.27761393165632,Government Office,Canada,77.90136032400798,-131.02613757716884,17113,Connected,Yes
Node_36,2024-03-17,2478.964607170174,Night,Solar,143.78328289770798,School,Antarctica,-71.25946604450195,111.39615690856004,5932,Connected,Yes
Node_229,2024-03-18,1108.4716344629792,Night,Grid,103.77930117627352,School,Italy,40.32518340654116,10.873362103071829,15867,Unconnected,Yes
Node_249,2024-03-19,884.2947858989326,Morning,Grid,935.7869963101558,Health Center,Russia,66.35730947470896,154.9434839114108,13778,Unconnected,Yes
Node_252,2024-03-20,1289.5740789736064,Evening,Generator,578.0169661502352,School,Uruguay,-30.50991847217748,-56.275142691300815,4949,Connected,Yes
Node_9,2024-03-21,2798.7883199830185,Night,Grid,92.8477423061271,School,South Atlantic Ocean,-43.492342831069685,-29.178955428981283,13261,Unconnected,Yes
Node_15,2024-03-22,2337.806238003122,Night,Grid,462.6028645992697,Health Center,Russia,75.9298216951264,85.44717658889317,5767,Connected,Yes
Node_286,2024-03-23,2953.7638641044778,Afternoon,Grid,331.1328231467553,Government Office,Russia,75.07336310169893,90.2750047688246,8936,Connected,Yes
Node_107,2024-03-24,2832.263312163134,Morning,Grid,935.846043748272,School,Pacific Ocean,-19.243805553935687,160.32732888447435,7864,Connected,Yes
Node_181,2024-03-25,103.8082254896666,Afternoon,Solar,611.1141745494836,Health Center,Dominican Republic,16.74506925663185,-71.60601213569117,1116,Connected,Yes
Node_19,2024-03-26,346.93747821325445,Evening,Solar,30.99714874637154,Health Center,Indian Ocean,-33.30179268551746,81.81633110628297,4777,Connected,Yes
Node_4,2024-03-27,2097.4134014499787,Afternoon,Grid,625.0601245434929,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Node_22,2024-03-28,1320.2439323112758,Afternoon,Grid,64.79535175201981,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
Node_16,2024-03-29,1887.677929272476,Afternoon,Grid,395.4293168682832,Health Center,United States,53.98127063640962,-174.74419302249174,7102,Connected,Yes
Node_106,2024-03-30,841.9991208609065,Morning,Solar,1054.3067386854011,Health Center,Indian Ocean,-11.656310252147009,46.544111301465534,5544,Unconnected,Yes
Node_280,2024-01-01,731.1144593930409,Morning,Solar,837.5029177721676,Health Center,Russia,82.91383091882736,35.54884405767214,16287,Unconnected,No
Node_295,2024-01-02,812.7466961608031,Night,Grid,286.07079856347696,School,South Atlantic Ocean,-57.32676312777097,-6.046765145850486,9960,Connected,Yes
Node_288,2024-01-03,1636.492622093808,Evening,Generator,1034.1633182107737,School,Brazil,-11.393195235640476,-62.63706534880413,1944,Connected,Yes
Node_243,2024-01-04,1422.0426030821134,Night,Solar,929.538534764415,Health Center,Canada,65.4095106834832,-78.10139036253065,18998,Connected,No
Node_117,2024-01-05,2828.7851920320013,Night,Grid,639.085355232244,School,United States,39.25461792026189,-78.98885932226598,8055,Connected,Yes
Node_47,2024-01-06,2755.992496342567,Evening,Solar,93.16353226369112,School,Greenland,82.1733673424431,-70.91839843860608,7366,Unconnected,Yes
Node_160,2024-01-07,1401.1944365602258,Night,Grid,869.8443461302925,School,Russia,89.19618230134037,114.6308052376998,6695,Unconnected,Yes
Node_118,2024-01-08,1389.9284103148634,Morning,Grid,577.8326047175078,Health Center,Pacific Ocean,-6.9113476328194565,-105.35834756557853,16516,Connected,No
Node_152,2024-01-09,2939.0921327894994,Evening,Solar,146.44802136285622,School,Pacific Ocean,30.64823144932677,160.62710208401654,13767,Connected,Yes
Node_30,2024-01-10,2173.835484813166,Evening,Generator,335.0695344322014,Health Center,Peru,-14.595860089478094,-72.53804127696715,16952,Connected,No
Node_38,2024-01-11,2936.339325519315,Morning,Grid,33.18436698858432,School,Myanmar,13.572875711479597,95.77261580035082,10516,Unconnected,Yes
Node_32,2024-01-12,2093.3037549299725,Morning,Solar,574.6740346038357,Government Office,United States,33.24505330201585,-177.267446031494,10943,Connected,Yes
Node_24,2024-01-13,627.1653022082387,Morning,Generator,884.9729141877101,Health Center,Atlantic Ocean,28.56206193057244,-37.14903879629094,14714,Connected,Yes
Node_38,2024-01-14,2312.8813348943822,Afternoon,Generator,618.1779542903256,School,Myanmar,13.572875711479597,95.77261580035082,10516,Unconnected,Yes
Node_257,2024-01-15,18.986167658656758,Evening,Solar,812.0043488793658,School,Pacific Ocean,-68.0940487904686,-132.1858335309313,13148,Unconnected,Yes
Node_204,2024-01-16,264.1660100209376,Night,Grid,293.6295511600204,School,Antarctica,-84.72622635798626,12.79391547864708,14276,Connected,Yes
Node_204,2024-01-17,663.3974525624808,Afternoon,Grid,554.0638533950171,School,Antarctica,-84.72622635798626,12.79391547864708,14276,Connected,Yes
Node_263,2024-01-18,1871.4215439410875,Afternoon,Solar,1186.8405975288229,School,Canada,58.66429849314429,-44.3155769694564,9261,Unconnected,Yes
Node_170,2024-01-19,31.535064583856496,Evening,Solar,791.3318801005529,School,Angola,-20.258492329697404,-22.673525843263263,18983,Connected,Yes
Node_135,2024-01-20,2325.7406602690958,Afternoon,Solar,107.0508488633182,School,Greenland,83.93138397387173,-109.5014593564704,15790,Unconnected,Yes
Node_26,2024-01-21,1522.679154138212,Afternoon,Solar,598.8625173444392,Health Center,Indian Ocean,-19.934428116561875,86.27211589843336,18379,Unconnected,No
Node_248,2024-01-22,1333.3476932633866,Afternoon,Grid,29.05728093289147,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
Node_214,2024-01-23,1243.5468016128254,Night,Grid,190.39972565936927,School,Pacific Ocean,-3.622712804685477,152.17595905634153,14511,Connected,Yes
Node_19,2024-01-24,409.4717898677556,Night,Grid,331.0558832066897,Health Center,Indian Ocean,-33.30179268551746,81.81633110628297,4777,Connected,Yes
Node_24,2024-01-25,1058.1095649956062,Afternoon,Grid,509.873297154136,Health Center,Atlantic Ocean,28.56206193057244,-37.14903879629094,14714,Connected,Yes
Node_35,2024-01-26,2255.6305544319493,Afternoon,Solar,925.3759753205652,Government Office,Ireland,53.95210819645638,-14.648232941130914,1525,Connected,Yes
Node_275,2024-01-27,2949.0094334506693,Morning,Solar,479.68710405941016,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Node_159,2024-01-28,973.6680179142708,Night,Solar,401.65850632831086,Health Center,Portugal,36.197571852387725,-8.785025767831797,7672,Connected,Yes
Node_75,2024-01-29,2863.878594515098,Evening,Grid,757.7462041583602,Health Center,Indian Ocean,-29.40541215477644,95.34997395235098,6736,Connected,No
Node_247,2024-01-30,1652.6891583807494,Evening,Solar,976.751856025651,School,Antarctica,-89.71324624638223,92.5331668945559,10599,Connected,Yes
Node_68,2024-01-31,356.0437321296524,Night,Grid,1192.165741040076,Health Center,Pacific Ocean,-41.73959438378954,-129.0638783191277,17940,Connected,Yes
Node_48,2024-02-01,1318.9772953581978,Afternoon,Grid,489.9672547677012,School,Antarctica,-73.07680589286497,-51.4689545786664,10911,Connected,Yes
Node_10,2024-02-02,2998.1435693771564,Morning,Solar,577.9213602682753,Health Center,Russia,83.25545023596217,110.66448755210403,3207,Connected,Yes
Node_87,2024-02-03,1625.442545663716,Night,Solar,374.2243504988212,Government Office,Pacific Ocean,-61.60078834584182,-105.29187416631176,14058,Connected,No
Node_42,2024-02-04,1077.632384999007,Afternoon,Grid,1081.048648130186,School,Pacific Ocean,-51.2870096090986,-127.5180863016275,14237,Connected,Yes
Node_114,2024-02-05,1731.3880829755976,Evening,Solar,232.65846788899515,School,South Atlantic Ocean,-54.58329871649511,2.200551098681501,582,Unconnected,Yes
Node_253,2024-02-06,542.7292962283533,Evening,Solar,419.0215364236733,School,United States,46.856963323437895,-95.91172632251627,14047,Unconnected,Yes
Node_192,2024-02-07,2333.496076980948,Night,Solar,111.64777295577252,School,Greenland,79.4978724896371,-67.57333344452375,17638,Connected,Yes
Node_63,2024-02-08,901.002710189384,Morning,Solar,1160.421380422812,School,Atlantic Ocean,8.930221418320315,-13.154278231153796,15488,Connected,Yes
Node_268,2024-02-09,2956.273852557463,Evening,Grid,642.7709772127171,School,Brazil,-12.435548372787052,-46.90759230355076,9083,Connected,Yes
Node_126,2024-02-10,247.20964539450136,Evening,Grid,833.8667201170259,School,Democratic Republic of the Congo,-9.290096278361986,23.857418236691416,8960,Unconnected,Yes
Node_35,2024-02-11,477.9917201385845,Morning,Generator,1042.919030531957,Government Office,Ireland,53.95210819645638,-14.648232941130914,1525,Connected,Yes
Node_176,2024-02-12,1325.263216606396,Night,Solar,1078.981105051623,School,India,21.71576575030704,82.00937848063614,16615,Connected,Yes
Node_45,2024-02-13,566.5645727782894,Morning,Grid,757.1438983432837,School,Pacific Ocean,-47.72551359402648,165.61048759650777,903,Connected,Yes
Node_13,2024-02-14,1954.045909819413,Morning,Solar,234.7038009958704,School,Philippines,13.735478046923802,115.23496470311328,18912,Unconnected,No
Node_208,2024-02-15,1475.9804932455356,Night,Solar,979.521956915649,School,Chile,-53.83980707279615,-83.65391013591466,14705,Unconnected,Yes
Node_204,2024-02-16,2867.558788776765,Morning,Grid,539.9223850967641,School,Antarctica,-84.72622635798626,12.79391547864708,14276,Connected,Yes
Node_256,2024-02-17,2860.630458948804,Night,Grid,716.068399340725,Government Office,Argentina,-27.38443517338043,-67.84516225363072,9840,Connected,Yes
Node_61,2024-02-18,2715.541660606385,Morning,Solar,626.5065678421837,School,Antarctica,-78.08400202371811,-49.18326941276945,249,Unconnected,Yes
Node_156,2024-02-19,2415.9465933278434,Morning,Solar,810.7465189531599,School,China,42.57328774046815,97.7856187205934,16798,Unconnected,Yes
Node_202,2024-02-20,895.4852659247942,Night,Grid,756.6070950252149,Health Center,South Africa,-60.87170020687084,26.01238935132088,6849,Unconnected,Yes
Node_221,2024-02-21,2966.827967730028,Afternoon,Solar,660.2833107664034,Health Center,Pacific Ocean,-64.7509684148493,-126.35922729438532,13686,Connected,No
Node_22,2024-02-22,2666.144469694339,Evening,Grid,118.24353043479869,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
Node_21,2024-02-23,39.42965060203862,Evening,Grid,396.7930102061213,Health Center,Nepal,29.463823179196535,82.04164994059073,14169,Connected,Yes
Node_114,2024-02-24,1008.53661671573,Morning,Grid,899.3588478055425,School,South Atlantic Ocean,-54.58329871649511,2.200551098681501,582,Unconnected,Yes
Node_202,2024-02-25,2995.15657003824,Night,Grid,1122.73152775609,Health Center,South Africa,-60.87170020687084,26.01238935132088,6849,Unconnected,Yes
Node_147,2024-02-26,1141.6089485680477,Morning,Grid,523.6748243854751,Health Center,Russia,82.37293749989342,167.2407598267926,9167,Connected,No
Node_11,2024-02-27,2207.7325950616846,Afternoon,Solar,967.7753866279,Government Office,Pacific Ocean,29.347082078110063,165.64486271865604,2399,Unconnected,No
Node_6,2024-02-28,344.5923024625874,Evening,Grid,774.439394040948,Health Center,South Atlantic Ocean,-43.697063435980745,-12.675467669413166,11704,Connected,No
Node_124,2024-02-29,2183.4349982812364,Night,Solar,727.7719639547181,School,Antarctica,-76.74784668377085,42.350350826034855,19560,Connected,Yes
Node_235,2024-03-01,2624.249015619196,Morning,Generator,676.6603158564774,Government Office,Pacific Ocean,-76.16926287337357,-163.06096687542117,17127,Connected,Yes
Node_129,2024-03-02,799.6340974870287,Night,Grid,1167.0777411438703,School,Atlantic Ocean,28.270821397349096,-2.181569237418074,18650,Connected,No
Node_265,2024-03-03,392.14420952051927,Evening,Grid,260.1400980440289,School,Russia,55.76046968697898,130.17851884519695,1557,Connected,Yes
Node_245,2024-03-04,1993.655381512173,Evening,Grid,411.05658444397886,School,Russia,43.070132753961104,145.638925462592,2571,Connected,Yes
Node_116,2024-03-05,2445.441132707785,Morning,Grid,942.2021829569496,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Node_51,2024-03-06,758.5334162938412,Evening,Grid,709.4164854699283,Health Center,Greenland,77.69676721734211,-61.87462744439159,4580,Connected,Yes
Node_93,2024-03-07,612.9445248431906,Morning,Grid,511.4842916957006,School,Pacific Ocean,30.01411142539241,151.9740923011891,11022,Unconnected,Yes
Node_157,2024-03-08,259.5987713125702,Evening,Grid,553.6967845210396,School,Pacific Ocean,4.827651211612761,135.44694332959455,5410,Connected,Yes
Node_275,2024-03-09,2150.605956192241,Night,Grid,319.8404341960048,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Node_246,2024-03-10,2830.0063192953385,Afternoon,Solar,657.194670449506,Health Center,Chile,-20.49033902329286,-67.83139175962012,16062,Connected,Yes
Node_266,2024-03-11,545.7566292941063,Morning,Solar,646.3908878054675,School,Pacific Ocean,41.052882386658894,-133.5456752775056,19363,Unconnected,Yes
Node_30,2024-03-12,454.3092119952049,Afternoon,Grid,223.3244328212089,Health Center,Peru,-14.595860089478094,-72.53804127696715,16952,Connected,No
Node_177,2024-03-13,1333.148802144807,Evening,Grid,1092.016373866837,School,Pacific Ocean,82.67173942381388,-175.0340592256304,14288,Unconnected,No
Node_106,2024-03-14,221.48924989226293,Evening,Grid,40.98539109412127,Health Center,Indian Ocean,-11.656310252147009,46.544111301465534,5544,Unconnected,Yes
Node_65,2024-03-15,932.651211577368,Night,Grid,532.0391606021865,School,Indian Ocean,4.540017430789277,77.58215480031038,5004,Unconnected,No
Node_27,2024-03-16,2366.7459605632357,Afternoon,Grid,882.2049800995451,Health Center,South Atlantic Ocean,-32.70759673728293,-34.898781814565496,3089,Connected,Yes
Node_230,2024-03-17,433.4202491714927,Morning,Grid,977.1775223015536,School,Kazakhstan,62.073017520673545,78.5726378711991,4671,Connected,Yes
Node_88,2024-03-18,2560.426657838171,Morning,Generator,256.85503419217656,School,Atlantic Ocean,2.2296711230080177,10.91709110058693,15168,Connected,No
Node_149,2024-03-19,321.3866377803101,Night,Grid,609.0915544988682,School,South Africa,-32.8449365611151,56.7566974418304,5340,Connected,Yes
Node_56,2024-03-20,1868.802022424553,Night,Solar,848.4221006366798,School,Chile,-48.43310385779449,-72.18533465390234,18780,Connected,No
Node_4,2024-03-21,1143.7596660100166,Evening,Grid,1153.3396234419702,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Node_229,2024-03-22,1944.7660317409543,Afternoon,Grid,650.823519132877,School,Italy,40.32518340654116,10.873362103071829,15867,Unconnected,Yes
Node_64,2024-03-23,363.59705029698574,Evening,Grid,386.3918897458624,School,Antarctica,-74.653258216328,33.56714411201784,8322,Connected,Yes
Node_295,2024-03-24,1759.8422182643214,Night,Solar,161.43355214527205,School,South Atlantic Ocean,-57.32676312777097,-6.046765145850486,9960,Connected,Yes
Node_146,2024-03-25,2079.678139439524,Morning,Grid,390.2789381662013,Health Center,Pacific Ocean,9.445411114914634,-114.73451678825356,2073,Unconnected,No
Node_95,2024-03-26,1286.5045052016053,Night,Grid,778.6282758644819,Health Center,Atlantic Ocean,9.94679041298103,-46.68386611218728,18313,Unconnected,Yes
Node_293,2024-03-27,1109.62753266891,Night,Grid,264.973241034837,School,Antarctica,-78.43779280352578,-34.739941296151216,596,Connected,Yes
Node_41,2024-03-28,398.0212127710524,Afternoon,Solar,41.02527406006959,School,Canada,54.34938897361624,-114.01916764675116,16696,Connected,Yes
Node_254,2024-03-29,2980.189540857635,Morning,Solar,1196.1056873020675,School,China,41.92949813579765,120.2987570884988,18504,Connected,No
Node_283,2024-03-30,2981.55810986435,Afternoon,Solar,21.80598262711877,School,Indian Ocean,-3.3638576077007087,82.30977136492487,17899,Unconnected,Yes
Node_12,2024-01-01,636.2190950525513,Night,Grid,885.3244517113794,Health Center,Antarctica,-67.44400430545093,90.978058959608,4291,Connected,No
Node_20,2024-01-02,1539.4123357997223,Night,Grid,39.80699421397649,School,South Atlantic Ocean,-56.44627595204656,3.653382984386468,372,Connected,Yes
Node_252,2024-01-03,994.9321099401182,Night,Generator,255.980601150574,School,Uruguay,-30.50991847217748,-56.275142691300815,4949,Connected,Yes
Node_43,2024-01-04,383.5511003469431,Night,Grid,790.4974558909319,Health Center,Atlantic Ocean,-11.11696902165518,-7.160361060139053,17817,Connected,Yes
Node_208,2024-01-05,578.0613817613454,Evening,Grid,203.09622016365995,School,Chile,-53.83980707279615,-83.65391013591466,14705,Unconnected,Yes
