Date,Time,Node_ID,Data_Usage_GB,Peak_Usage_GB,Downtime_Events,Type,Region,Latitude,Longitude,Population_Served,Connectivity_Status,Existing_Infrastructure
2024-01-01,18:00:00,Node_156,21.6428257664157,141.102549488287,5,School,China,42.57328774046815,97.7856187205934,16798,Unconnected,Yes
2024-01-01,19:00:00,Node_64,36.0627073629369,99.9465243431448,14,School,Antarctica,-74.653258216328,33.56714411201784,8322,Connected,Yes
2024-01-01,20:00:00,Node_280,128.643596469101,66.7193875417907,11,Health Center,Russia,82.91383091882736,35.54884405767214,16287,Unconnected,No
2024-01-01,21:00:00,Node_222,42.8872191495498,28.4015689970888,5,Government Office,Antarctica,-70.05060507109938,40.72433656593108,17511,Connected,No
2024-01-01,22:00:00,Node_150,113.536774428792,137.551720396827,12,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
2024-01-01,23:00:00,Node_83,75.6003642870718,214.388469408625,2,School,Taiwan,23.490552508423026,121.60503441587936,2358,Connected,Yes
2024-01-02,00:00:00,Node_195,10.9679990787131,158.138261948265,13,School,Antarctica,-78.01576183337286,-48.48389691629035,9534,Connected,Yes
2024-01-02,01:00:00,Node_259,137.12095848404,85.9157988836568,11,School,Greenland,73.3882152385182,-80.75979663179534,10312,Connected,Yes
2024-01-02,02:00:00,Node_170,105.856042300489,277.021028454019,2,School,Angola,-20.258492329697404,-22.673525843263263,18983,Connected,Yes
2024-01-02,03:00:00,Node_275,92.053030232757,101.955618093316,14,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
2024-01-02,04:00:00,Node_295,74.8080857586282,118.747944021376,1,School,South Atlantic Ocean,-57.32676312777097,-6.046765145850486,9960,Connected,Yes
2024-01-02,05:00:00,Node_199,133.776440960823,151.066255627565,12,School,Myanmar,25.00364737035973,98.62545280670412,19243,Connected,Yes
2024-01-02,06:00:00,Node_124,123.092790471389,69.6712991008259,14,School,Antarctica,-76.74784668377085,42.350350826034855,19560,Connected,Yes
2024-01-02,07:00:00,Node_107,68.7520597400351,223.179181899486,3,School,Pacific Ocean,-19.243805553935687,160.32732888447435,7864,Connected,Yes
2024-01-02,08:00:00,Node_99,37.5810960458919,9.7741068180741,10,Government Office,South Atlantic Ocean,-60.133439007807766,0.9180440178710968,17113,Connected,Yes
2024-01-02,09:00:00,Node_256,8.34314700740383,211.730146915009,14,Government Office,Argentina,-27.38443517338043,-67.84516225363072,9840,Connected,Yes
2024-01-02,10:00:00,Node_69,63.8703456163402,150.565213444641,8,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
2024-01-02,11:00:00,Node_159,113.180686422214,74.3520938802325,5,Health Center,Portugal,36.197571852387725,-8.785025767831797,7672,Connected,Yes
2024-01-02,12:00:00,Node_163,31.1875431907608,216.368050619282,5,School,Canada,63.01842322888788,-135.40201421854346,5826,Unconnected,Yes
2024-01-02,13:00:00,Node_22,112.634673066826,13.0203065774102,2,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
2024-01-02,14:00:00,Node_133,83.2068805504956,176.291860882076,0,School,Canada,60.54208893606631,-125.87744688226026,4514,Connected,No
2024-01-02,15:00:00,Node_46,122.269296365666,70.4070698603367,12,Health Center,Australia,-35.56916861268556,154.00558497913107,15472,Unconnected,Yes
2024-01-02,16:00:00,Node_124,126.872342849005,26.1116580021319,8,School,Antarctica,-76.74784668377085,42.350350826034855,19560,Connected,Yes
2024-01-02,17:00:00,Node_32,60.1633515710949,103.039260756699,2,Government Office,United States,33.24505330201585,-177.267446031494,10943,Connected,Yes
2024-01-02,18:00:00,Node_27,135.940199758644,42.3974781716585,9,Health Center,South Atlantic Ocean,-32.70759673728293,-34.898781814565496,3089,Connected,Yes
2024-01-02,19:00:00,Node_254,60.2125258763798,49.40834504602,9,School,China,41.92949813579765,120.2987570884988,18504,Connected,No
2024-01-02,20:00:00,Node_33,136.734764480324,249.878368762347,5,Health Center,New Zealand,-37.9783625134495,169.25358589079548,14664,Connected,Yes
2024-01-02,21:00:00,Node_213,81.3683942563281,136.472656564489,9,School,Greenland,71.48261638133991,-74.2500603793441,16817,Unconnected,Yes
2024-01-02,22:00:00,Node_90,62.2802550972547,97.622719971967,11,School,Austria,47.63459567819331,13.143899061583,9371,Connected,Yes
2024-01-02,23:00:00,Node_74,54.566550564922,29.8816394839992,6,School,Pacific Ocean,-8.81717565057481,148.73343114435374,526,Connected,Yes
2024-01-03,00:00:00,Node_154,97.0764809298917,270.093053427181,7,School,Venezuela,6.936198747486657,-67.30956136103441,1329,Connected,Yes
2024-01-03,01:00:00,Node_257,80.9211332314225,31.2255716594251,11,School,Pacific Ocean,-68.0940487904686,-132.1858335309313,13148,Unconnected,Yes
2024-01-03,02:00:00,Node_43,35.1313677617145,230.968682912843,2,Health Center,Atlantic Ocean,-11.11696902165518,-7.160361060139053,17817,Connected,Yes
2024-01-03,03:00:00,Node_212,7.8022167465467,117.975921509864,13,School,Antarctica,-80.03471977867927,93.72193013289888,3551,Connected,Yes
2024-01-03,04:00:00,Node_276,5.88185958929604,65.222669648834,12,Health Center,Turkey,42.4109821030961,28.76270182410792,15700,Connected,No
2024-01-03,05:00:00,Node_87,107.420214120395,25.8181668914786,0,Government Office,Pacific Ocean,-61.60078834584182,-105.29187416631176,14058,Connected,No
2024-01-03,06:00:00,Node_300,84.4177349626366,178.354788194413,13,Health Center,Central African Republic,5.230587247833824,15.780893445280071,16420,Unconnected,Yes
2024-01-03,07:00:00,Node_281,140.64314491355,138.555136639927,8,Health Center,Mongolia,47.120050267192966,108.47293257906416,12519,Unconnected,No
2024-01-03,08:00:00,Node_129,111.013226064603,237.966821002369,7,School,Atlantic Ocean,28.270821397349096,-2.181569237418074,18650,Connected,No
2024-01-03,09:00:00,Node_299,144.690889823808,153.930112850484,5,Health Center,Atlantic Ocean,34.75244945934881,-17.28989132576035,1767,Connected,Yes
2024-01-03,10:00:00,Node_86,91.5890930237262,45.091690344365,1,School,Pacific Ocean,13.565060964220264,-154.8182116096019,16047,Unconnected,Yes
2024-01-03,11:00:00,Node_102,101.059120671079,182.589770236738,5,Health Center,Greenland,72.1752685983466,-24.83320849855096,18972,Unconnected,Yes
2024-01-03,12:00:00,Node_151,104.953684239392,18.4352860008586,0,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
2024-01-03,13:00:00,Node_110,0.410594916877778,57.0911445127202,13,School,Pacific Ocean,50.34551530472044,-145.82447847948728,1077,Connected,Yes
2024-01-03,14:00:00,Node_249,29.0673028715284,240.624210167499,8,Health Center,Russia,66.35730947470896,154.9434839114108,13778,Unconnected,Yes
2024-01-03,15:00:00,Node_116,99.7843557994275,230.117796775806,9,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
2024-01-03,16:00:00,Node_145,13.9840625281895,24.4859765152624,3,School,Russia,89.10081957491218,164.33727678802927,10015,Unconnected,Yes
2024-01-03,17:00:00,Node_292,128.031721507993,184.024090702871,7,School,Antarctica,-74.28360758095599,-63.1562561089947,16098,Connected,Yes
2024-01-03,18:00:00,Node_209,141.37441616633,239.286734355702,2,Health Center,Indian Ocean,-27.66169691531382,73.27174432298744,8817,Connected,Yes
2024-01-03,19:00:00,Node_173,26.8536553460636,245.669880999262,9,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
2024-01-03,20:00:00,Node_135,120.381663245532,220.355695237683,13,School,Greenland,83.93138397387173,-109.5014593564704,15790,Unconnected,Yes
2024-01-03,21:00:00,Node_70,113.906118359132,90.0781254101628,2,Health Center,Pacific Ocean,0.3028851995330086,-163.62076640853672,18999,Connected,No
2024-01-03,22:00:00,Node_3,77.8949266059513,115.707579904443,0,School,Russia,58.4479846877519,165.41787174020214,573,Connected,No
2024-01-03,23:00:00,Node_142,81.0798200841771,35.9367918996374,10,School,Indian Ocean,-37.75732826228493,90.48392345403158,19848,Unconnected,Yes
2024-01-04,00:00:00,Node_67,58.4804720566088,260.644030282696,12,Health Center,Russia,76.09116662674631,-171.968029793321,14157,Unconnected,Yes
2024-01-04,01:00:00,Node_131,103.984600768836,131.486327502013,6,School,India,9.095104348078609,69.76066563945446,1293,Connected,Yes
2024-01-04,02:00:00,Node_27,44.3875204907673,256.614988277796,5,Health Center,South Atlantic Ocean,-32.70759673728293,-34.898781814565496,3089,Connected,Yes
2024-01-04,03:00:00,Node_89,22.0987360035905,17.5340546195852,13,School,Ukraine,49.1390730375025,33.948883726432285,8631,Unconnected,Yes
2024-01-04,04:00:00,Node_68,9.90322210485162,38.7091021662691,1,Health Center,Pacific Ocean,-41.73959438378954,-129.0638783191277,17940,Connected,Yes
2024-01-04,05:00:00,Node_250,39.16606807904,272.538069783908,11,School,Chile,-68.24861062851662,-19.88483700954725,9088,Connected,No
2024-01-04,06:00:00,Node_151,118.73013411247,225.041328693011,7,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
2024-01-04,07:00:00,Node_80,77.6408033983686,183.84593432381,11,School,South Atlantic Ocean,-58.394940366575824,46.66813165846435,5065,Unconnected,Yes
2024-01-04,08:00:00,Node_13,24.164881573342,253.174597290266,2,School,Philippines,13.735478046923802,115.23496470311328,18912,Unconnected,No
2024-01-04,09:00:00,Node_236,37.833594648486,229.353136443811,1,School,Pacific Ocean,-73.12358847225691,123.10775177386272,8948,Unconnected,Yes
2024-01-04,10:00:00,Node_134,138.037337206109,260.6370645292,11,School,Atlantic Ocean,37.28216593734223,-62.62905180420072,6013,Unconnected,No
2024-01-04,11:00:00,Node_269,0.763998613767853,37.2179926017131,10,Government Office,Portugal,49.24631608934431,-21.555268454963112,16803,Connected,Yes
2024-01-04,12:00:00,Node_177,130.272165300881,13.0753250586649,1,School,Pacific Ocean,82.67173942381388,-175.0340592256304,14288,Unconnected,No
2024-01-04,13:00:00,Node_160,121.703034114206,7.7828619814037,11,School,Russia,89.19618230134037,114.6308052376998,6695,Unconnected,Yes
2024-01-04,14:00:00,Node_98,148.883031419369,107.448723307187,13,School,Indian Ocean,-11.150002573200725,55.34217574090755,11701,Unconnected,Yes
2024-01-04,15:00:00,Node_128,96.0765844197638,215.575899531829,13,School,Indian Ocean,-18.710718625956854,58.834952739260586,7117,Unconnected,Yes
2024-01-04,16:00:00,Node_258,137.526537467256,145.945814322131,6,School,Australia,-43.65414831533983,117.59028264930488,4763,Connected,Yes
2024-01-04,17:00:00,Node_223,11.098899077976,190.542461164566,14,Health Center,Pacific Ocean,1.1188345588360278,-155.54834307137952,4264,Connected,Yes
2024-01-04,18:00:00,Node_176,95.6861022762173,4.70102162151108,13,School,India,21.71576575030704,82.00937848063614,16615,Connected,Yes
2024-01-04,19:00:00,Node_26,14.0368219662927,24.9892079893147,1,Health Center,Indian Ocean,-19.934428116561875,86.27211589843336,18379,Unconnected,No
2024-01-04,20:00:00,Node_193,101.284932330511,63.5459328875466,3,School,Antarctica,-78.15973453306174,64.86987189688517,19945,Connected,No
2024-01-04,21:00:00,Node_88,118.192188265016,47.6931686930905,4,School,Atlantic Ocean,2.2296711230080177,10.91709110058693,15168,Connected,No
2024-01-04,22:00:00,Node_198,113.864953735523,132.212832850948,6,Health Center,Indian Ocean,-17.371968327186224,71.25132534219253,3737,Connected,Yes
2024-01-04,23:00:00,Node_246,44.806785786706,233.499575578452,10,Health Center,Chile,-20.49033902329286,-67.83139175962012,16062,Connected,Yes
2024-01-05,00:00:00,Node_91,139.412277196224,154.085015132374,13,School,Pacific Ocean,2.899866945744975,-171.36604698901772,12507,Connected,Yes
2024-01-05,01:00:00,Node_273,34.4523570408696,263.401771190335,2,School,Greenland,86.60348677239512,-14.242063457587534,8558,Connected,No
2024-01-05,02:00:00,Node_146,124.759566831272,73.20553742488,1,Health Center,Pacific Ocean,9.445411114914634,-114.73451678825356,2073,Unconnected,No
2024-01-05,03:00:00,Node_151,105.116993959309,269.901137467648,14,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
2024-01-05,04:00:00,Node_179,40.2414422668889,276.50516173763,11,School,Chile,-72.20089382349616,-30.59671559486412,10076,Connected,Yes
2024-01-05,05:00:00,Node_61,19.2167904747411,66.5115136003519,0,School,Antarctica,-78.08400202371811,-49.18326941276945,249,Unconnected,Yes
2024-01-05,06:00:00,Node_229,30.8376189326269,287.494628680575,2,School,Italy,40.32518340654116,10.873362103071829,15867,Unconnected,Yes
2024-01-05,07:00:00,Node_153,13.5918661255845,135.966590740948,8,School,Angola,-15.768369675970078,18.527810417217296,18253,Connected,Yes
2024-01-05,08:00:00,Node_163,129.070734620384,186.949127868429,5,School,Canada,63.01842322888788,-135.40201421854346,5826,Unconnected,Yes
2024-01-05,09:00:00,Node_33,33.5696874830341,147.213138570876,1,Health Center,New Zealand,-37.9783625134495,169.25358589079548,14664,Connected,Yes
2024-01-05,10:00:00,Node_5,30.5943714816923,185.448720884894,12,School,China,38.264492603635375,99.09352843917505,2523,Unconnected,No
2024-01-05,11:00:00,Node_67,36.672181053768,261.893612088781,7,Health Center,Russia,76.09116662674631,-171.968029793321,14157,Unconnected,Yes
2024-01-05,12:00:00,Node_97,72.697361312748,288.57680211,5,School,Kazakhstan,50.18818582904419,59.44356510857051,385,Connected,Yes
2024-01-05,13:00:00,Node_26,147.339087818624,248.088931630789,7,Health Center,Indian Ocean,-19.934428116561875,86.27211589843336,18379,Unconnected,No
2024-01-05,14:00:00,Node_219,17.669504953073,83.2425196520388,3,Health Center,Antarctica,-84.41910978993657,-148.19267708611102,12879,Connected,Yes
2024-01-05,15:00:00,Node_47,15.7322786313245,257.320023627328,11,School,Greenland,82.1733673424431,-70.91839843860608,7366,Unconnected,Yes
2024-01-05,16:00:00,Node_18,50.890432768567,225.931167813391,5,School,Norway,80.08107941117211,-1.9900868651535573,7327,Connected,No
2024-01-05,17:00:00,Node_175,38.5872752859345,104.916629977001,9,Health Center,Antarctica,-71.60991308493834,40.20129831297214,19944,Connected,Yes
2024-01-05,18:00:00,Node_243,96.3648121412634,106.031401721335,10,Health Center,Canada,65.4095106834832,-78.10139036253065,18998,Connected,No
2024-01-05,19:00:00,Node_81,116.008844165854,246.164722852149,10,School,Pakistan,32.04971430069875,71.3822547963446,3707,Connected,Yes
2024-01-05,20:00:00,Node_9,12.8197097818346,261.848465806853,12,School,South Atlantic Ocean,-43.492342831069685,-29.178955428981283,13261,Unconnected,Yes
2024-01-05,21:00:00,Node_73,107.746203077041,163.763847413902,10,School,United States,41.1983428291835,-104.82970794708342,6934,Unconnected,Yes
2024-01-05,22:00:00,Node_289,19.5375304168274,219.616683555628,10,School,Pacific Ocean,-10.087498868438589,-160.51493037922182,17106,Connected,Yes
2024-01-05,23:00:00,Node_28,93.3222466183114,184.93979890706,13,School,South Atlantic Ocean,-69.09277668767005,-36.542922377290125,11306,Connected,Yes
2024-01-06,00:00:00,Node_252,34.9794577793151,183.561885107334,4,School,Uruguay,-30.50991847217748,-56.275142691300815,4949,Connected,Yes
2024-01-06,01:00:00,Node_69,95.70494752229,43.996268130538,10,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
2024-01-06,02:00:00,Node_210,3.32702775639876,240.727256737708,11,Government Office,Russia,78.02698167175006,22.35817066930329,6595,Connected,No
2024-01-06,03:00:00,Node_173,110.873474732518,287.141113343426,5,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
2024-01-06,04:00:00,Node_172,93.1145515690689,84.3649254319267,7,Health Center,South Africa,-46.3372922079296,82.70497902125703,812,Connected,No
2024-01-06,05:00:00,Node_127,95.719414270019,19.7567220217795,3,Government Office,Pacific Ocean,15.545651048574598,150.09728318542017,2671,Connected,Yes
2024-01-06,06:00:00,Node_126,37.7735405676527,144.817701996083,3,School,Democratic Republic of the Congo,-9.290096278361986,23.857418236691416,8960,Unconnected,Yes
2024-01-06,07:00:00,Node_200,97.7917277029914,91.5106471965631,7,School,Brazil,-1.6376779654981135,-70.15129633730736,1678,Connected,No
2024-01-06,08:00:00,Node_117,98.0985149591047,207.457392824857,13,School,United States,39.25461792026189,-78.98885932226598,8055,Connected,Yes
2024-01-06,09:00:00,Node_262,86.1914311446165,28.351534449123,6,Government Office,Indian Ocean,-32.11730664940634,91.80209531286972,10586,Unconnected,Yes
2024-01-06,10:00:00,Node_173,62.7189893778538,121.827008119518,1,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
2024-01-06,11:00:00,Node_105,97.8754644418494,93.4283683095724,5,Health Center,Atlantic Ocean,31.62583558297669,-22.555525597318905,4486,Unconnected,Yes
2024-01-06,12:00:00,Node_300,93.7118915022742,238.573919926992,7,Health Center,Central African Republic,5.230587247833824,15.780893445280071,16420,Unconnected,Yes
2024-01-06,13:00:00,Node_273,4.58301847920335,134.14824869975,0,School,Greenland,86.60348677239512,-14.242063457587534,8558,Connected,No
2024-01-06,14:00:00,Node_248,90.3573478241617,83.8111891988902,1,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
2024-01-06,15:00:00,Node_254,56.1106335600076,50.8499929165742,5,School,China,41.92949813579765,120.2987570884988,18504,Connected,No
2024-01-06,16:00:00,Node_67,81.633846729236,41.872636906066,13,Health Center,Russia,76.09116662674631,-171.968029793321,14157,Unconnected,Yes
2024-01-06,17:00:00,Node_78,41.3972960170679,192.122530036854,8,Health Center,Japan,40.966873650181896,140.48332883548653,2511,Connected,No
2024-01-06,18:00:00,Node_300,92.3584202009753,87.565257431407,4,Health Center,Central African Republic,5.230587247833824,15.780893445280071,16420,Unconnected,Yes
2024-01-06,19:00:00,Node_26,75.7910904113345,205.523773247434,12,Health Center,Indian Ocean,-19.934428116561875,86.27211589843336,18379,Unconnected,No
2024-01-06,20:00:00,Node_168,131.218465323593,85.0999138004127,11,School,Pacific Ocean,-1.2329070798431303,-133.92001614256986,3079,Connected,Yes
2024-01-06,21:00:00,Node_136,24.9827217868751,39.7056929948465,1,Health Center,Russia,65.46915438091713,153.2036071632391,1054,Connected,No
2024-01-06,22:00:00,Node_9,60.4183666569715,70.5357391502898,14,School,South Atlantic Ocean,-43.492342831069685,-29.178955428981283,13261,Unconnected,Yes
2024-01-06,23:00:00,Node_8,79.0636482902853,24.7219810563408,12,School,Norway,78.73012680588968,8.917209166422083,10618,Unconnected,Yes
2024-01-07,00:00:00,Node_76,56.2162177676591,194.563868279311,13,School,Caribbean,18.069729244133725,-62.076332418331816,16509,Connected,Yes
2024-01-07,01:00:00,Node_104,11.9361987942635,136.201978962245,3,School,United States,47.43267262369238,-122.28183013578024,16378,Unconnected,Yes
2024-01-07,02:00:00,Node_58,125.66047313712,223.135276353234,1,Health Center,Mexico,20.36476208167994,-108.57113978669008,7585,Connected,Yes
2024-01-07,03:00:00,Node_136,86.0320052331331,155.991616017731,3,Health Center,Russia,65.46915438091713,153.2036071632391,1054,Connected,No
2024-01-07,04:00:00,Node_179,0.640379732965393,8.4602648608001,9,School,Chile,-72.20089382349616,-30.59671559486412,10076,Connected,Yes
2024-01-07,05:00:00,Node_93,67.1582441827955,95.0962684521154,8,School,Pacific Ocean,30.01411142539241,151.9740923011891,11022,Unconnected,Yes
2024-01-07,06:00:00,Node_73,48.9627672960046,277.967308108856,4,School,United States,41.1983428291835,-104.82970794708342,6934,Unconnected,Yes
2024-01-07,07:00:00,Node_117,141.790569956593,197.227683993875,1,School,United States,39.25461792026189,-78.98885932226598,8055,Connected,Yes
2024-01-07,08:00:00,Node_115,76.2461733466729,140.689076765423,7,School,Bolivia,-18.670175256391488,-61.717315856523456,17399,Unconnected,Yes
2024-01-07,09:00:00,Node_13,28.2119257018852,223.323154030188,10,School,Philippines,13.735478046923802,115.23496470311328,18912,Unconnected,No
2024-01-07,10:00:00,Node_202,26.8967078164448,120.66492133343,7,Health Center,South Africa,-60.87170020687084,26.01238935132088,6849,Unconnected,Yes
2024-01-07,11:00:00,Node_146,146.376740200237,298.732924715225,5,Health Center,Pacific Ocean,9.445411114914634,-114.73451678825356,2073,Unconnected,No
2024-01-07,12:00:00,Node_110,64.8076665728873,162.983480776736,1,School,Pacific Ocean,50.34551530472044,-145.82447847948728,1077,Connected,Yes
2024-01-07,13:00:00,Node_109,15.0502921520667,33.2128457256276,2,Health Center,Pacific Ocean,-34.91709919138074,-134.40983244301435,3192,Connected,Yes
2024-01-07,14:00:00,Node_117,145.69145755785,136.783331386129,7,School,United States,39.25461792026189,-78.98885932226598,8055,Connected,Yes
2024-01-07,15:00:00,Node_30,74.9868128774603,100.33678191406,1,Health Center,Peru,-14.595860089478094,-72.53804127696715,16952,Connected,No
2024-01-07,16:00:00,Node_159,30.8850157287541,222.830120773034,14,Health Center,Portugal,36.197571852387725,-8.785025767831797,7672,Connected,Yes
2024-01-07,17:00:00,Node_55,83.3334440196405,70.1843035166322,3,Health Center,France,45.159485982213454,3.810192142254635,16295,Unconnected,No
2024-01-07,18:00:00,Node_248,136.331364914971,171.332200494494,5,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
2024-01-07,19:00:00,Node_58,44.8126152535586,238.364097516919,7,Health Center,Mexico,20.36476208167994,-108.57113978669008,7585,Connected,Yes
2024-01-07,20:00:00,Node_204,61.9595839612706,51.2467923793721,11,School,Antarctica,-84.72622635798626,12.79391547864708,14276,Connected,Yes
2024-01-07,21:00:00,Node_238,70.8622184767765,147.83211767525,7,Health Center,India,12.821641479237227,60.97985961941794,14644,Connected,Yes
2024-01-07,22:00:00,Node_2,149.331338437054,132.399409610927,5,Health Center,French Polynesia,-25.48424958545918,-157.74848182227538,1403,Connected,Yes
2024-01-07,23:00:00,Node_208,20.1482208432777,181.949870261884,3,School,Chile,-53.83980707279615,-83.65391013591466,14705,Unconnected,Yes
2024-01-08,00:00:00,Node_257,2.77557238073289,257.033650061158,11,School,Pacific Ocean,-68.0940487904686,-132.1858335309313,13148,Unconnected,Yes
2024-01-08,01:00:00,Node_106,89.7253366402579,129.286663615893,1,Health Center,Indian Ocean,-11.656310252147009,46.544111301465534,5544,Unconnected,Yes
2024-01-08,02:00:00,Node_6,109.565780884759,196.177756787828,6,Health Center,South Atlantic Ocean,-43.697063435980745,-12.675467669413166,11704,Connected,No
2024-01-08,03:00:00,Node_130,29.8592641413574,275.415993161531,13,School,Antarctica,-79.18236319793104,-16.60971875961141,17331,Connected,Yes
2024-01-08,04:00:00,Node_129,82.2655695229346,266.81852898274,7,School,Atlantic Ocean,28.270821397349096,-2.181569237418074,18650,Connected,No
2024-01-08,05:00:00,Node_38,65.9250581258318,96.4849505136429,7,School,Myanmar,13.572875711479597,95.77261580035082,10516,Unconnected,Yes
2024-01-08,06:00:00,Node_89,33.5149895072881,235.576615089133,11,School,Ukraine,49.1390730375025,33.948883726432285,8631,Unconnected,Yes
2024-01-08,07:00:00,Node_151,91.9406334864456,291.717914660755,13,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
2024-01-08,08:00:00,Node_118,144.454927271777,97.4376910197667,7,Health Center,Pacific Ocean,-6.9113476328194565,-105.35834756557853,16516,Connected,No
2024-01-08,09:00:00,Node_47,90.6090440745593,15.0270435175941,6,School,Greenland,82.1733673424431,-70.91839843860608,7366,Unconnected,Yes
2024-01-08,10:00:00,Node_227,53.7946324121844,177.101123664774,0,Health Center,Antarctica,-71.76688236531375,170.32746347700896,19785,Connected,No
2024-01-08,11:00:00,Node_207,125.645108224596,176.8721109703,13,School,South Africa,-52.50388064867988,33.267582557818855,11808,Connected,Yes
2024-01-08,12:00:00,Node_296,42.5710045325498,162.08430528002,0,School,China,43.02883803069082,101.68278534109078,1845,Connected,No
2024-01-08,13:00:00,Node_16,109.494621618264,105.752434192709,3,Health Center,United States,53.98127063640962,-174.74419302249174,7102,Connected,Yes
2024-01-08,14:00:00,Node_213,40.679413796828,2.55361999878593,9,School,Greenland,71.48261638133991,-74.2500603793441,16817,Unconnected,Yes
2024-01-08,15:00:00,Node_234,129.515660051694,14.4104270954545,8,Health Center,Canada,60.52380532629792,-101.1273044141386,15119,Connected,Yes
2024-01-08,16:00:00,Node_149,49.2208290690821,37.6791741703358,10,School,South Africa,-32.8449365611151,56.7566974418304,5340,Connected,Yes
2024-01-08,17:00:00,Node_127,38.1170421227262,206.580708621159,3,Government Office,Pacific Ocean,15.545651048574598,150.09728318542017,2671,Connected,Yes
2024-01-08,18:00:00,Node_50,86.5500370303597,50.4550869473685,11,School,Atlantic Ocean,13.06353384499252,-12.407162056834466,3135,Connected,Yes
2024-01-08,19:00:00,Node_247,52.2437995410278,61.6958489097878,3,School,Antarctica,-89.71324624638223,92.5331668945559,10599,Connected,Yes
2024-01-08,20:00:00,Node_177,82.574537034481,285.439386563812,13,School,Pacific Ocean,82.67173942381388,-175.0340592256304,14288,Unconnected,No
2024-01-08,21:00:00,Node_108,28.7294477904526,78.1390701046598,8,Government Office,Morocco,34.68118468757969,-6.037822645870392,16510,Connected,Yes
